clinic_id,item_id,current_stock_units,weekly_consumption,days_of_stock_remaining,nearest_expiry_date,days_to_expiry,stockout_flag,expiry_risk_flag,priority_score,demo_subset,_data_provenance
CL-0010,MED_ANTIVENOM,7,1,49.0,6/4/2028,664,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0010,MED_SNAKE_ANTIVENOM,11,2,38.5,4/6/2027,239,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0010,MED_SNAKE_WOUND,15,2,52.5,7/6/2028,696,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0010,MED_OXYTOCIN,13,2,45.5,11/14/2026,96,FALSE,TRUE,0.44,FALSE,proxy_synthetic
CL-0010,MED_METFORMIN,71,8,62.1,2/11/2028,550,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0010,MED_GLUCOSE,32,4,56.0,10/15/2026,66,FALSE,TRUE,0.51,FALSE,proxy_synthetic
CL-0010,MED_VIT_A,41,6,47.8,1/26/2028,534,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0010,MED_MUAC_KIT,14,2,49.0,4/15/2027,248,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0010,MED_ZINC_MAL,73,11,46.5,3/13/2028,581,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0011,MED_ACT,40,8,35.0,8/15/2027,370,FALSE,FALSE,0.27,TRUE,proxy_synthetic
CL-0011,MED_RDT_MAL,3,11,1.9,9/20/2027,406,TRUE,FALSE,0.81,TRUE,proxy_synthetic
CL-0011,MED_DENGUE_SUP,29,6,33.8,6/13/2027,307,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0011,MED_RDT_DEN,28,6,32.7,1/29/2027,172,FALSE,TRUE,0.21,TRUE,proxy_synthetic
CL-0011,MED_ORS,9,20,3.1,2/9/2028,548,TRUE,FALSE,0.74,FALSE,proxy_synthetic
CL-0011,MED_CHOLERA_KIT,27,5,37.8,3/6/2028,574,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0011,VAC_OCV,43,11,27.4,4/14/2027,247,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0011,VAC_MEASLES,36,5,50.4,2/2/2027,176,FALSE,TRUE,0.21,FALSE,proxy_synthetic
CL-0011,VAC_OPV,31,8,27.1,5/15/2027,278,FALSE,FALSE,0.21,TRUE,proxy_synthetic
CL-0011,VAC_PENTA,28,5,39.2,11/21/2027,468,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0011,VAC_TT,30,4,52.5,8/29/2027,384,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0011,MED_ANTIVENOM,8,1,56.0,2/19/2028,558,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0011,MED_SNAKE_ANTIVENOM,14,2,49.0,12/5/2026,117,FALSE,TRUE,0.41,FALSE,proxy_synthetic
CL-0011,MED_SNAKE_WOUND,19,3,44.3,1/4/2028,512,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0011,MED_OXYTOCIN,11,3,25.7,3/24/2027,226,FALSE,FALSE,0.34,TRUE,proxy_synthetic
CL-0011,MED_METFORMIN,22,6,25.7,10/6/2027,422,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0011,MED_GLUCOSE,12,4,21.0,6/23/2027,317,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0011,MED_VIT_A,19,5,26.6,9/1/2027,387,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0011,MED_MUAC_KIT,14,2,49.0,6/16/2027,310,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0011,MED_ZINC_MAL,41,9,31.9,6/23/2027,317,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0012,MED_ACT,680,86,55.3,5/8/2027,271,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0012,MED_RDT_MAL,2084,232,62.9,6/9/2027,303,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0012,MED_DENGUE_SUP,296,69,30.0,5/10/2027,273,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0012,MED_RDT_DEN,691,103,47.0,5/22/2027,285,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0012,MED_ORS,129,336,2.7,4/29/2027,262,TRUE,FALSE,0.77,FALSE,proxy_synthetic
CL-0012,MED_CHOLERA_KIT,841,95,62.0,11/2/2027,449,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0012,VAC_OCV,1326,153,60.7,12/16/2026,128,FALSE,TRUE,0.35,FALSE,proxy_synthetic
CL-0012,VAC_MEASLES,722,83,60.9,1/22/2027,165,FALSE,TRUE,0.27,FALSE,proxy_synthetic
CL-0012,VAC_OPV,789,89,62.1,7/11/2027,335,FALSE,FALSE,0.33,TRUE,proxy_synthetic
CL-0012,VAC_PENTA,63,77,5.7,7/14/2028,704,TRUE,FALSE,0.59,FALSE,proxy_synthetic
CL-0012,VAC_TT,514,62,58.0,6/16/2027,310,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0012,MED_ANTIVENOM,65,17,26.8,4/20/2028,619,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0012,MED_SNAKE_ANTIVENOM,189,22,60.1,11/29/2027,476,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0012,MED_SNAKE_WOUND,161,34,33.1,7/21/2027,345,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0012,MED_OXYTOCIN,342,46,52.0,12/26/2026,138,FALSE,TRUE,0.32,TRUE,proxy_synthetic
CL-0012,MED_METFORMIN,600,101,41.6,3/6/2028,574,FALSE,FALSE,0.25,TRUE,proxy_synthetic
CL-0012,MED_GLUCOSE,402,60,46.9,5/16/2027,279,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0012,MED_VIT_A,494,79,43.8,12/11/2027,488,FALSE,FALSE,0.3,TRUE,proxy_synthetic
CL-0012,MED_MUAC_KIT,228,27,59.1,12/1/2026,113,FALSE,TRUE,0.39,FALSE,proxy_synthetic
CL-0012,MED_ZINC_MAL,367,123,20.9,11/24/2027,471,FALSE,FALSE,0.29,TRUE,proxy_synthetic
CL-0012,VAC_HEPB,114,34,23.5,12/24/2027,501,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0012,VAC_BCG,349,58,42.1,4/6/2027,239,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0012,VAC_MR,443,55,56.4,12/22/2027,499,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0012,MED_TETANUS,168,19,61.9,1/28/2027,171,FALSE,TRUE,0.25,FALSE,proxy_synthetic
CL-0012,MED_DIABETES_INSULIN,290,42,48.3,7/16/2028,706,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0012,MED_GLIBENCLAMIDE,644,90,50.1,12/12/2027,489,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0012,MED_GLUCAGON,31,5,43.4,6/28/2027,322,FALSE,FALSE,0.2,TRUE,proxy_synthetic
CL-0012,MED_RUTF,349,56,43.6,4/22/2028,621,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0012,MED_F75,126,17,51.9,1/13/2027,156,FALSE,TRUE,0.28,FALSE,proxy_synthetic
CL-0012,MED_F100,56,21,18.7,4/28/2027,261,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0012,MED_THERAPEUTIC_FEED,13,21,4.3,7/3/2027,327,TRUE,FALSE,0.66,TRUE,proxy_synthetic
CL-0013,MED_ACT,64,8,56.0,8/15/2027,370,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0013,MED_RDT_MAL,53,15,24.7,5/18/2027,281,FALSE,FALSE,0.25,TRUE,proxy_synthetic
CL-0013,MED_DENGUE_SUP,70,8,61.2,7/19/2027,343,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0013,MED_RDT_DEN,78,10,54.6,7/15/2027,339,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0013,MED_ORS,248,30,57.9,3/8/2028,576,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0013,MED_CHOLERA_KIT,44,7,44.0,7/8/2027,332,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0013,VAC_OCV,54,17,22.2,6/12/2027,306,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0013,VAC_MEASLES,27,7,27.0,3/4/2028,572,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0013,VAC_OPV,81,9,63.0,1/28/2027,171,FALSE,TRUE,0.27,FALSE,proxy_synthetic
CL-0013,VAC_PENTA,29,5,40.6,1/4/2028,512,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0013,VAC_TT,26,5,36.4,9/10/2027,396,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0013,MED_ANTIVENOM,1,2,3.5,5/15/2028,644,TRUE,FALSE,0.73,FALSE,proxy_synthetic
CL-0013,MED_SNAKE_ANTIVENOM,7,2,24.5,7/3/2028,693,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0013,MED_SNAKE_WOUND,15,3,35.0,11/21/2027,468,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0013,MED_OXYTOCIN,27,3,63.0,11/8/2027,455,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0013,MED_METFORMIN,47,8,41.1,12/13/2027,490,FALSE,FALSE,0.3,TRUE,proxy_synthetic
CL-0013,MED_GLUCOSE,27,3,63.0,4/6/2028,605,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0013,MED_VIT_A,16,6,18.7,9/17/2027,403,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0013,MED_MUAC_KIT,18,3,42.0,12/14/2026,126,FALSE,TRUE,0.35,TRUE,proxy_synthetic
CL-0013,MED_ZINC_MAL,128,14,64.0,1/13/2027,156,FALSE,TRUE,0.26,FALSE,proxy_synthetic
CL-0014,MED_ACT,1,7,1.0,11/26/2027,473,TRUE,FALSE,0.87,FALSE,proxy_synthetic
CL-0014,MED_RDT_MAL,81,16,35.4,9/4/2027,390,FALSE,FALSE,0.35,TRUE,proxy_synthetic
CL-0014,MED_DENGUE_SUP,56,8,49.0,10/29/2027,445,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0014,MED_RDT_DEN,1,9,0.8,8/10/2027,365,TRUE,FALSE,0.88,FALSE,proxy_synthetic
CL-0014,MED_ORS,17,36,3.3,11/3/2026,85,TRUE,TRUE,0.82,TRUE,proxy_synthetic
CL-0014,MED_CHOLERA_KIT,52,6,60.7,3/25/2027,227,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0014,VAC_OCV,152,20,53.2,9/23/2027,409,FALSE,FALSE,0.21,TRUE,proxy_synthetic
CL-0014,VAC_MEASLES,31,6,36.2,8/21/2027,376,FALSE,FALSE,0.31,TRUE,proxy_synthetic
CL-0014,VAC_OPV,65,11,41.4,3/16/2027,218,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0014,VAC_PENTA,63,7,63.0,3/29/2028,597,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0014,VAC_TT,40,8,35.0,10/17/2027,433,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0014,MED_ANTIVENOM,8,1,56.0,4/20/2027,253,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0014,MED_SNAKE_ANTIVENOM,14,3,32.7,10/10/2026,61,FALSE,TRUE,0.51,FALSE,proxy_synthetic
CL-0014,MED_SNAKE_WOUND,14,4,24.5,10/26/2027,442,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0014,MED_OXYTOCIN,10,3,23.3,8/17/2027,372,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0014,MED_METFORMIN,8,10,5.6,7/25/2028,715,TRUE,FALSE,0.54,FALSE,proxy_synthetic
CL-0014,MED_GLUCOSE,24,4,42.0,11/30/2026,112,FALSE,TRUE,0.39,FALSE,proxy_synthetic
CL-0014,MED_VIT_A,2,7,2.0,1/25/2028,533,TRUE,FALSE,0.81,TRUE,proxy_synthetic
CL-0014,MED_MUAC_KIT,14,3,32.7,4/26/2028,625,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0014,MED_ZINC_MAL,155,17,63.8,8/21/2027,376,FALSE,FALSE,0.34,TRUE,proxy_synthetic
CL-0015,MED_ACT,54,6,63.0,2/18/2028,557,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0015,MED_RDT_MAL,97,12,56.6,4/14/2027,247,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0015,MED_DENGUE_SUP,38,6,44.3,7/29/2027,353,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0015,MED_RDT_DEN,48,6,56.0,7/13/2027,337,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0015,MED_ORS,147,20,51.5,4/16/2027,249,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0015,MED_CHOLERA_KIT,44,5,61.6,12/5/2027,482,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0015,VAC_OCV,103,15,48.1,1/8/2027,151,FALSE,TRUE,0.28,FALSE,proxy_synthetic
CL-0015,VAC_MEASLES,14,5,19.6,2/10/2028,549,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0015,VAC_OPV,21,8,18.4,5/16/2027,279,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0015,VAC_PENTA,31,6,36.2,12/27/2027,504,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0015,VAC_TT,1,3,2.3,5/7/2027,270,TRUE,FALSE,0.81,FALSE,proxy_synthetic
CL-0015,MED_ANTIVENOM,6,1,42.0,10/21/2027,437,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0015,MED_SNAKE_ANTIVENOM,7,2,24.5,2/6/2028,545,FALSE,FALSE,0.3,TRUE,proxy_synthetic
CL-0015,MED_SNAKE_WOUND,15,4,26.2,12/22/2027,499,FALSE,FALSE,0.34,TRUE,proxy_synthetic
CL-0015,MED_OXYTOCIN,21,3,49.0,3/23/2027,225,FALSE,FALSE,0.29,TRUE,proxy_synthetic
CL-0015,MED_METFORMIN,66,9,51.3,3/31/2028,599,FALSE,FALSE,0.32,TRUE,proxy_synthetic
CL-0015,MED_GLUCOSE,11,3,25.7,10/31/2027,447,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0015,MED_VIT_A,39,6,45.5,1/5/2028,513,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0015,MED_MUAC_KIT,15,2,52.5,1/20/2028,528,FALSE,FALSE,0.21,TRUE,proxy_synthetic
CL-0015,MED_ZINC_MAL,34,9,26.4,11/27/2027,474,FALSE,FALSE,0.26,TRUE,proxy_synthetic
CL-0016,MED_ACT,34,5,47.6,1/24/2028,532,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0016,MED_RDT_MAL,52,11,33.1,3/25/2027,227,FALSE,FALSE,0.25,TRUE,proxy_synthetic
CL-0016,MED_DENGUE_SUP,36,4,63.0,8/8/2027,363,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0016,MED_RDT_DEN,19,6,22.2,1/7/2027,150,FALSE,TRUE,0.29,FALSE,proxy_synthetic
CL-0016,MED_ORS,63,17,25.9,3/26/2028,594,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0016,MED_CHOLERA_KIT,3,4,5.2,9/8/2027,394,TRUE,FALSE,0.59,FALSE,proxy_synthetic
CL-0016,VAC_OCV,33,10,23.1,3/17/2028,585,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0016,VAC_MEASLES,32,4,56.0,7/16/2028,706,FALSE,FALSE,0.32,TRUE,proxy_synthetic
CL-0016,VAC_OPV,30,6,35.0,6/1/2027,295,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0016,VAC_PENTA,12,4,21.0,7/27/2027,351,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0016,VAC_TT,17,4,29.8,7/29/2028,719,FALSE,FALSE,0.3,TRUE,proxy_synthetic
CL-0016,MED_ANTIVENOM,9,1,63.0,5/29/2028,658,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0016,MED_SNAKE_ANTIVENOM,8,1,56.0,2/20/2028,559,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0016,MED_SNAKE_WOUND,11,2,38.5,6/5/2028,665,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0016,MED_OXYTOCIN,10,2,35.0,8/19/2027,374,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0016,MED_METFORMIN,40,7,40.0,9/9/2027,395,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0016,MED_GLUCOSE,12,3,28.0,5/9/2028,638,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0016,MED_VIT_A,24,5,33.6,4/2/2027,235,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0016,MED_MUAC_KIT,17,2,59.5,3/9/2027,211,FALSE,FALSE,0.34,TRUE,proxy_synthetic
CL-0016,MED_ZINC_MAL,69,10,48.3,7/2/2028,692,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0017,MED_ACT,86,10,60.2,9/22/2027,408,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0017,MED_RDT_MAL,139,19,51.2,12/5/2026,117,FALSE,TRUE,0.38,TRUE,proxy_synthetic
CL-0017,MED_DENGUE_SUP,21,8,18.4,11/16/2027,463,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0017,MED_RDT_DEN,3,9,2.3,4/9/2027,242,TRUE,FALSE,0.79,TRUE,proxy_synthetic
CL-0017,MED_ORS,149,43,24.3,5/21/2027,284,FALSE,FALSE,0.28,TRUE,proxy_synthetic
CL-0017,MED_CHOLERA_KIT,74,10,51.8,5/23/2027,286,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0017,VAC_OCV,4,24,1.2,12/28/2027,505,TRUE,FALSE,0.92,FALSE,proxy_synthetic
CL-0017,VAC_MEASLES,39,11,24.8,4/20/2027,253,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0017,VAC_OPV,86,12,50.2,6/5/2027,299,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0017,VAC_PENTA,41,9,31.9,1/23/2027,166,FALSE,TRUE,0.27,TRUE,proxy_synthetic
CL-0017,VAC_TT,43,7,43.0,7/30/2028,720,FALSE,FALSE,0.34,TRUE,proxy_synthetic
CL-0017,MED_ANTIVENOM,10,2,35.0,4/5/2028,604,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0017,MED_SNAKE_ANTIVENOM,1,2,3.5,10/17/2026,68,TRUE,TRUE,0.8,FALSE,proxy_synthetic
CL-0017,MED_SNAKE_WOUND,16,5,22.4,1/20/2028,528,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0017,MED_OXYTOCIN,40,5,56.0,9/19/2027,405,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0017,MED_METFORMIN,9,15,4.2,5/18/2028,647,TRUE,FALSE,0.64,TRUE,proxy_synthetic
CL-0017,MED_GLUCOSE,28,5,39.2,8/15/2027,370,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0017,MED_VIT_A,51,7,51.0,7/12/2028,702,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0017,MED_MUAC_KIT,14,4,24.5,7/25/2027,349,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0017,MED_ZINC_MAL,62,14,31.0,1/2/2027,145,FALSE,TRUE,0.3,FALSE,proxy_synthetic
CL-0017,VAC_HEPB,26,4,45.5,7/14/2027,338,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0017,VAC_BCG,42,7,42.0,1/19/2027,162,FALSE,TRUE,0.25,TRUE,proxy_synthetic
CL-0017,VAC_MR,21,6,24.5,5/9/2028,638,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0017,MED_TETANUS,14,3,32.7,3/2/2028,570,FALSE,FALSE,0.24,TRUE,proxy_synthetic
CL-0017,MED_DIABETES_INSULIN,35,4,61.2,1/12/2027,155,FALSE,TRUE,0.33,TRUE,proxy_synthetic
CL-0017,MED_GLIBENCLAMIDE,74,9,57.6,12/19/2027,496,FALSE,FALSE,0.2,TRUE,proxy_synthetic
CL-0017,MED_GLUCAGON,7,1,49.0,12/29/2027,506,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0017,MED_RUTF,46,6,53.7,3/12/2027,214,FALSE,FALSE,0.26,TRUE,proxy_synthetic
CL-0017,MED_F75,17,2,59.5,3/9/2027,211,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0017,MED_F100,1,2,3.5,11/9/2027,456,TRUE,FALSE,0.71,TRUE,proxy_synthetic
CL-0017,MED_THERAPEUTIC_FEED,10,3,23.3,5/29/2028,658,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0018,MED_ACT,13,4,22.8,10/25/2026,76,FALSE,TRUE,0.5,FALSE,proxy_synthetic
CL-0018,MED_RDT_MAL,37,9,28.8,6/16/2027,310,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0018,MED_DENGUE_SUP,18,4,31.5,11/2/2026,84,FALSE,TRUE,0.47,FALSE,proxy_synthetic
CL-0018,MED_RDT_DEN,18,5,25.2,7/12/2027,336,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0018,MED_ORS,57,13,30.7,10/28/2026,79,FALSE,TRUE,0.48,FALSE,proxy_synthetic
CL-0018,MED_CHOLERA_KIT,14,3,32.7,11/8/2026,90,FALSE,TRUE,0.42,FALSE,proxy_synthetic
CL-0018,VAC_OCV,35,8,30.6,3/24/2027,226,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0018,VAC_MEASLES,23,4,40.2,5/17/2027,280,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0018,VAC_OPV,49,6,57.2,6/1/2027,295,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0018,VAC_PENTA,8,3,18.7,1/24/2027,167,FALSE,TRUE,0.23,FALSE,proxy_synthetic
CL-0018,VAC_TT,11,4,19.2,6/3/2027,297,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0018,MED_ANTIVENOM,1,2,3.5,11/4/2026,86,TRUE,TRUE,0.83,TRUE,proxy_synthetic
CL-0018,MED_SNAKE_ANTIVENOM,5,1,35.0,12/18/2027,495,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0018,MED_SNAKE_WOUND,17,2,59.5,1/28/2028,536,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0018,MED_OXYTOCIN,10,2,35.0,11/5/2027,452,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0018,MED_METFORMIN,24,5,33.6,6/13/2028,673,FALSE,FALSE,0.32,TRUE,proxy_synthetic
CL-0018,MED_GLUCOSE,23,3,53.7,7/23/2028,713,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0018,MED_VIT_A,26,3,60.7,2/4/2027,178,FALSE,TRUE,0.23,TRUE,proxy_synthetic
CL-0018,MED_MUAC_KIT,10,2,35.0,5/18/2028,647,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0018,MED_ZINC_MAL,78,9,60.7,12/31/2026,143,FALSE,TRUE,0.34,FALSE,proxy_synthetic
CL-0019,MED_ACT,68,8,59.5,8/10/2027,365,FALSE,FALSE,0.27,TRUE,proxy_synthetic
CL-0019,MED_RDT_MAL,98,16,42.9,1/26/2027,169,FALSE,TRUE,0.23,TRUE,proxy_synthetic
CL-0019,MED_DENGUE_SUP,52,6,60.7,6/16/2027,310,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0019,MED_RDT_DEN,91,11,57.9,12/30/2027,507,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0019,MED_ORS,9,29,2.2,5/29/2027,292,TRUE,FALSE,0.84,FALSE,proxy_synthetic
CL-0019,MED_CHOLERA_KIT,6,8,5.2,6/14/2028,674,TRUE,FALSE,0.57,FALSE,proxy_synthetic
CL-0019,VAC_OCV,52,14,26.0,2/15/2028,554,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0019,VAC_MEASLES,47,9,36.6,7/2/2028,692,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0019,VAC_OPV,45,11,28.6,7/12/2027,336,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0019,VAC_PENTA,22,6,25.7,4/22/2027,255,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0019,VAC_TT,30,7,30.0,4/12/2027,245,FALSE,FALSE,0.24,TRUE,proxy_synthetic
CL-0019,MED_ANTIVENOM,7,1,49.0,6/7/2028,667,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0019,MED_SNAKE_ANTIVENOM,1,3,2.3,2/7/2028,546,TRUE,FALSE,0.8,TRUE,proxy_synthetic
CL-0019,MED_SNAKE_WOUND,24,5,33.6,4/16/2027,249,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0019,MED_OXYTOCIN,34,4,59.5,12/19/2026,131,FALSE,TRUE,0.33,FALSE,proxy_synthetic
CL-0019,MED_METFORMIN,9,11,5.7,6/10/2028,670,TRUE,FALSE,0.55,TRUE,proxy_synthetic
CL-0019,MED_GLUCOSE,30,4,52.5,7/23/2027,347,FALSE,FALSE,0.24,TRUE,proxy_synthetic
CL-0019,MED_VIT_A,49,6,57.2,9/11/2027,397,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0019,MED_MUAC_KIT,12,3,28.0,10/30/2026,81,FALSE,TRUE,0.49,FALSE,proxy_synthetic
CL-0019,MED_ZINC_MAL,56,12,32.7,11/16/2027,463,FALSE,FALSE,0.3,TRUE,proxy_synthetic
CL-0020,MED_ACT,102,12,59.5,10/17/2027,433,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0020,MED_RDT_MAL,60,20,21.0,10/6/2027,422,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0020,MED_DENGUE_SUP,65,10,45.5,11/23/2027,470,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0020,MED_RDT_DEN,69,12,40.2,8/3/2027,358,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0020,MED_ORS,379,44,60.3,2/21/2028,560,FALSE,FALSE,0.29,TRUE,proxy_synthetic
CL-0020,MED_CHOLERA_KIT,9,11,5.7,4/15/2028,614,TRUE,FALSE,0.56,FALSE,proxy_synthetic
CL-0020,VAC_OCV,142,21,47.3,7/15/2027,339,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0020,VAC_MEASLES,37,7,37.0,7/24/2027,348,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0020,VAC_OPV,85,14,42.5,5/3/2027,266,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0020,VAC_PENTA,97,11,61.7,4/28/2027,261,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0020,VAC_TT,36,7,36.0,1/17/2028,525,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0020,MED_ANTIVENOM,14,2,49.0,1/22/2027,165,FALSE,TRUE,0.26,FALSE,proxy_synthetic
CL-0020,MED_SNAKE_ANTIVENOM,26,3,60.7,3/19/2027,221,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0020,MED_SNAKE_WOUND,36,5,50.4,1/20/2027,163,FALSE,TRUE,0.29,FALSE,proxy_synthetic
