clinic_id,clinic_name,clinic_name_mya,facility_level,bed_class,state_region_pcode,state_region,district_pcode,district,township_pcode,township,confidence,latitude,longitude,institutional_delivery_rate,skilled_birth_attendance_rate,full_vaccination_rate,current_stock_days_remaining,population_served,road_access_flag,_data_provenance
CL-0244,Ponnagyun Township Hospital,ပုဏ္ဏားကျွန်းမြို့နယ်ဆေးရုံ,Township,25,MMR012,Rakhine,MMR012D001,Sittwe,MMR012002,Ponnagyun,high confidence,20.328157000000033,93.00177600000006,0.26,0.154,0.587,10,707,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0245,Yoe Ta Yoke Station Hospital,ယိုးတရုပ်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D001,Sittwe,MMR012002,Ponnagyun,high confidence,20.57047700000004,92.97668200000004,0.05,0.164,0.522,5,482,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0246,Ah Lel Chaung Station Hospital,အလယ်ချောင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D001,Sittwe,MMR012002,Ponnagyun,high confidence,20.369566000000077,92.91262300000005,0.14,0.178,0.577,2,587,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0247,Poe Shee Pyin Station Hospital,ပိုးရှိပြင်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D001,Sittwe,MMR012002,Ponnagyun,high confidence,20.45284900000007,92.90960700000005,0.086,0.347,0.529,15,481,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0248,Mrauk-U Township Hospital,မြောက်ဦးမြို့နယ်ဆေးရုံ,Township,100,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012003,Mrauk-U,high confidence,20.608449000000064,93.17601200000007,0.174,0.241,0.521,28,2531,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0249,Myaung Bway Station Hospital,မြောင်းဘွေတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012003,Mrauk-U,high confidence,20.49070000000006,93.27869700000008,0.202,0.114,0.558,5,390,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0250,Tein Nyo Station Hospital,တိန်ညိုတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012003,Mrauk-U,high confidence,20.71940500000005,93.11407800000006,0.176,0.215,0.517,12,410,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0251,Pyar Te Station Hospital,ပျားတဲတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012003,Mrauk-U,high confidence,20.497441000000038,93.11240200000003,0.172,0.135,0.51,6,501,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0252,Kyauktaw Township Hospital,ကျောက်တော်မြို့နယ်ဆေးရုံ,Township,50,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,high confidence,20.84295000000003,92.97568100000007,0.192,0.141,0.633,24,1834,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0253,Ah Pauk Wa Station Hospital,အပေါက်ဝတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,high confidence,20.715823000000057,92.96829400000007,0.199,0.211,0.338,12,422,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0254,Tin Ma Station Hospital,တင်းမတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,bestGuess,20.85799000000003,93.04834000000005,0.127,0.158,0.41,29,339,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0255,Minbya Township Hospital,မင်းပြားမြို့နယ်ဆေးရုံ,Township,50,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012005,Minbya,high confidence,20.355748000000062,93.27027700000008,0.244,0.187,0.447,7,1046,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0256,Pan Myaung Station Hospital,ပန်းမြောင်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012005,Minbya,high confidence,20.59849600000007,93.26861800000006,0.227,0.157,0.484,2,538,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0257,Min Hpu Station Hospital,မင်းဖူးတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012005,Minbya,high confidence,20.494507000000056,93.31527100000005,0.21,0.177,0.492,17,567,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0258,Myebon Township Hospital,မြေပုံမြို့နယ်ဆေးရုံ,Township,50,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012006,Myebon,high confidence,20.042214000000058,93.37226000000004,0.235,0.195,0.424,19,882,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0259,Kan Htaunt Gyi Station Hospital,ကမ်းထောင့်ကြီးတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012006,Myebon,high confidence,19.858835000000056,93.76165700000007,0.205,0.05,0.441,29,267,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0260,Lwan Lone Paik Station Hospital,လွမ်းလုံးပိုက်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012006,Myebon,high confidence,20.07907300000005,93.23681200000004,0.309,0.196,0.449,26,478,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0261,Nga Pa Thon Station Hospital,ငပသုန်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012006,Myebon,high confidence,19.688075000000026,93.54188400000004,0.182,0.097,0.682,26,298,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0262,Kyar Inn Taung Station Hospital,ကြာအင်းတောင်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012006,Myebon,high confidence,20.17232400000006,93.43546100000003,0.169,0.07,0.636,19,570,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0263,Pauktaw Township Hospital,ပေါက်တောမြို့နယ်ဆေးရုံ,Township,25,MMR012,Rakhine,MMR012D001,Sittwe,MMR012007,Pauktaw,high confidence,20.184183000000075,93.07037000000008,0.146,0.156,0.486,10,569,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0264,Kyauk Taung Station Hospital,ကျောက်တောင်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D001,Sittwe,MMR012007,Pauktaw,high confidence,20.046367000000032,93.06144900000004,0.125,0.161,0.484,12,298,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0265,Rathedaung Township Hospital,ရသေ့တောင်မြို့နယ်ဆေးရုံ,Township,25,MMR012,Rakhine,MMR012D001,Sittwe,MMR012008,Rathedaung,high confidence,20.482657000000074,92.75297600000005,0.116,0.118,0.435,4,951,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0266,Zay Di Pyin Station Hospital,စေတီပြင်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D001,Sittwe,MMR012008,Rathedaung,high confidence,20.57159400000006,92.66967500000004,0.134,0.206,0.376,12,306,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0267,Mu Say Station Hospital,မူးစေးကျွန်းတိုက်နယ်ဆေးရုံ,Station,NA,MMR012,Rakhine,MMR012D001,Sittwe,MMR012008,Rathedaung,high confidence,20.41106700000006,92.79016900000005,0.183,0.076,0.501,10,354,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0268,Kyauk Tan Station Hospital,ကျောက်တန်းတိုက်နယ်ဆေးရုံ,Station,NA,MMR012,Rakhine,MMR012D001,Sittwe,MMR012008,Rathedaung,bestGuess,20.595590000000072,92.75266000000005,0.207,0.132,0.44,1,301,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0269,Maungdaw General Hospital,မောင်တောပြည်သူ့ဆေးရုံ,General,50,MMR012,Rakhine,MMR012D002,Maungdaw,MMR012009,Maungdaw,high confidence,20.820422000000065,92.36859700000008,0.205,0.135,0.524,6,894,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0270,Ah Lel Than Kyaw Station Hospital,အလယ်သံကျော်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D002,Maungdaw,MMR012009,Maungdaw,high confidence,20.68461300000007,92.43838500000004,0.141,0.154,0.398,16,248,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0271,Kyein Chaung Station Hospital,ကြိမ်ချောင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D002,Maungdaw,MMR012009,Maungdaw,bestGuess,21.087560000000053,92.33924000000007,0.241,0.173,0.456,11,262,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0272,Taung Pyo Let Wae Station Hospital,တောင်ပြိုလက်ဝဲတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D002,Maungdaw,MMR012009,Maungdaw,high confidence,21.17981700000007,92.18412300000006,0.231,0.096,0.52,29,310,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0273,Aung Tha Pyay Station Hospital,အောင်သပြေတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D002,Maungdaw,MMR012009,Maungdaw,bestGuess,21.361718000000053,92.28088300000007,0.177,0.2,0.535,14,261,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0274,Buthidaung Township Hospital,ဘူးသီးတောင်မြို့နယ်ဆေးရုံ,Township,50,MMR012,Rakhine,MMR012D002,Maungdaw,MMR012010,Buthidaung,high confidence,20.877316000000064,92.53094800000008,0.163,0.174,0.559,28,1489,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0275,Taung Bazar Station Hospital,တောင်ဘဇာတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D002,Maungdaw,MMR012010,Buthidaung,bestGuess,21.008186000000023,92.50516400000004,0.22,0.05,0.417,19,512,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0276,Zay Di Taung Station Hospital,စေတီတောင်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D002,Maungdaw,MMR012010,Buthidaung,high confidence,20.73913200000004,92.63599200000004,0.198,0.05,0.569,1,397,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0277,Kyaukpyu General Hospital,ကျောက်ဖြူပြည်သူ့ဆေးရုံ,General,200,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,high confidence,19.431771000000026,93.54702900000007,0.181,0.229,0.564,6,4590,all_weather,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0278,Sa Ne Station Hospital,စနဲတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,high confidence,19.215464000000054,93.73569300000008,0.183,0.143,0.554,21,442,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0279,Zin Chaung Station Hospital,ဇင်ချောင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,high confidence,19.149467000000072,93.64284700000007,0.203,0.15,0.509,16,590,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0280,Munaung Township Hospital,မာန်အောင်မြို့နယ်ဆေးရုံ,Township,50,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012012,Munaung,high confidence,18.856790000000046,93.72669300000007,0.148,0.168,0.434,9,1814,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0281,Thit Pon Station Hospital,သစ်ပုံတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012012,Munaung,high confidence,18.882775000000038,93.58964900000007,0.198,0.17,0.487,15,257,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0282,Sar Chet Station Hospital,ဆားချက်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012012,Munaung,high confidence,18.68095900000003,93.70896800000008,0.1,0.213,0.535,27,313,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0283,Ramree Township Hospital,ရမ်းဗြဲမြို့နယ်ဆေးရုံ,Township,50,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,high confidence,19.089226000000053,93.86165400000004,0.282,0.103,0.573,11,1046,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0284,Kyauk Ni Maw Station Hospital,ကျောက်နီမော်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,high confidence,18.908937000000037,93.95394200000004,0.262,0.086,0.5,1,340,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0285,Lay Htaung Tha Yet Cho Station Hospital,လေးထောင့်သရက်ချိုတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,high confidence,19.03890800000005,93.69516700000008,0.172,0.091,0.617,9,468,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0286,Sa Ku Station Hospital,စကုကျွန်းတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,high confidence,18.803386000000046,93.97044100000005,0.209,0.174,0.58,28,407,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0287,Kon Baung Station Hospital,ကုန်းဘောင်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,high confidence,19.136404000000027,93.80195800000007,0.05,0.231,0.492,22,260,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0288,Myay Pon Station Hospital,မြေပုံတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,high confidence,18.998614000000032,93.95381300000008,0.118,0.131,0.562,25,389,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0289,Ann Township Hospital,အမ်းမြို့နယ်ဆေးရုံ,Township,100,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012014,Ann,high confidence,19.79436000000004,94.04471000000007,0.206,0.05,0.695,27,2809,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0290,Tat Taung Station Hospital,တပ်တောင်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012014,Ann,high confidence,19.571810000000028,93.92910400000005,0.123,0.054,0.647,3,281,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0291,Yu Station Hospital,ရူးတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012014,Ann,high confidence,19.754927000000066,93.83306500000003,0.23,0.106,0.424,8,573,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0292,Dar Let Station Hospital,ဒါးလက်တိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012014,Ann,high confidence,19.98804700000005,93.83111800000006,0.307,0.123,0.445,1,261,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0293,Tha Pyu Chaing Station Hospital,သပြုချိုင်တိုက်နယ်ဆေးရုံ,Station,NA,MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012014,Ann,bestGuess,19.038486000000034,93.75084600000008,0.116,0.132,0.614,0,610,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0294,Thandwe General Hospital,သံတွဲပြည်သူ့ဆေးရုံ,General,100,MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,high confidence,18.464920000000063,94.35941000000008,0.174,0.192,0.486,25,1748,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0295,Shwe Hlay Station Hospital,ရွှေလှေတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,high confidence,18.614021000000037,94.30013600000007,0.201,0.138,0.417,28,577,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0296,Kwin Waing Station Hospital,ကွင်းဝိုင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,bestGuess,18.29365000000007,94.35169000000008,0.284,0.219,0.476,4,601,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0297,Kyauk Gyi Station Hospital,ကျောက်ကြီးတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,high confidence,18.254935000000046,94.46922400000005,0.114,0.116,0.539,21,632,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0298,Lin Thar Station Hospital,ငပလီ(လင်းသာ)တိုက်နယ်ဆေးရုံ,Station,25,MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,high confidence,18.450091000000043,94.31062100000008,0.206,0.108,0.508,16,876,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0299,Toungup Township Hospital,တောင်ကုတ်မြို့နယ်ဆေးရုံ,Township,100,MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,high confidence,18.853040000000078,94.23627000000005,0.333,0.219,0.514,2,3449,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0300,La Mu Station Hospital,လမူးတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,high confidence,19.23495900000006,94.16073800000004,0.088,0.064,0.462,27,497,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0301,Ywar Ma Station Hospital,ရွာမတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,high confidence,18.99911700000007,94.12432400000006,0.11,0.18,0.46,26,552,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0302,Ma Ei Station Hospital,မအီတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,high confidence,19.339067000000057,94.13646700000004,0.162,0.163,0.448,17,294,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0303,Nga Mauk Chaung Station Hospital,ငမောက်ချောင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,high confidence,18.83333700000003,94.10984000000008,0.156,0.148,0.669,21,454,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
